WormBaseGeneID	RILtrait	RILe_chr	RILe_peak	RIL_var_exp	gene_Chr	gene_start	gene_end	RILe_start	RILe_end	RILeQTL_classification	RILHyperDivergent	RILhotspot_Chr	RILhotspot_cM	RILHotspot	RILHotspot_QTL_count	Hotspots_Detected_in_WIeQTL	Merged_RILHotspots_cM	merged_RILHotspots_QTL_count	Detected_in_WIeQTL	Chr_pos	eChr_pos
WBGene00011513	A_12_P116997	V	15834708	0.100309776061166	V	15867679	15869051	15540993	16181609	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00004932	A_12_P117029	X	5176675	0.17437742537885	X	17092718	17094223	4483054	5361887	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00013136	A_12_P117040	X	3843271	0.112134747427372	I	11998779	12002716	3789476	3907685	Distant eQTL	No	X	12	Yes	73		12	73	NA	I	X
WBGene00003099	A_12_P117053	III	29436	0.146224377323534	IV	8332826	8333518	4664	148752	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	IV	III
WBGene00021002	A_12_P117072	III	483064	0.162062383557054	V	147516	151624	149723	865404	Distant eQTL	No	III	0.5	No	1	NA	NA	NA	NA	V	III
WBGene00006924	A_12_P117098	II	1324489	0.433651863805701	II	1321031	1323211	1296443	1418895	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00015050	A_12_P117110	IV	8179349	0.285956547780556	IV	8161953	8163799	7730646	8747453	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00007866	A_12_P117115	V	11637718	0.137115253851506	IV	12918611	12921513	10820753	11833225	Distant eQTL	No	V	23.5	Yes	20	Yes	22.5, 23, 23.5	40	NA	IV	V
WBGene00011491	A_12_P117120	I	9554938	0.350874554918732	I	9633183	9635945	9378143	9729023	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00011491	A_12_P117120	IV	1713430	0.031818290871653	I	9633183	9635945	1697436	1794116	Distant eQTL	No	IV	12	No	4	NA	NA	NA	NA	I	IV
WBGene00012955	A_12_P117143	I	11868440	0.554215332197024	I	11896674	11896982	11858299	11902882	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00008152	A_12_P117150	X	4758185	0.354725035520714	IV	9974672	9975658	4527431	5176675	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00003740	A_12_P117161	X	3088382	0.108179455088414	X	2343947	2344766	2594676	3716925	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00020360	A_12_P117162	II	1732850	0.259800221208392	II	1824629	1830228	1727040	1856961	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00000245	A_12_P117163	X	4758185	0.167566526322359	X	6201874	6204922	4483054	5291269	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00000245	A_12_P117163	IV	9995259	0.0103840882564018	X	6201874	6204922	8986377	11595915	Distant eQTL	No	IV	32	Yes	9	Yes	30.5, 31, 31.5, 32	48	NA	X	IV
WBGene00009710	A_12_P117171	V	16186731	0.275354518050156	V	16138760	16139627	16039208	16188475	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00019743	A_12_P117184	V	1422457	0.113651447764998	V	459734	461940	8249	1828815	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00019743	A_12_P117184	III	12361892	0.00449398066781638	V	459734	461940	12319309	12393485	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	III
WBGene00001768	A_12_P117211	II	6697935	0.112218756762098	II	13608154	13609824	6570733	8102088	Distant eQTL	No	II	18	No	2	NA	NA	NA	NA	II	II
WBGene00006762	A_12_P117215	X	5576572	0.107759762254763	III	12942333	12949947	4674201	5810100	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	III	X
WBGene00019329	A_12_P117219	III	866055	0.171057508666489	III	828590	832277	465605	1188573	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00022441	A_12_P117235	II	2745828	0.108727756596382	II	2839304	2840386	2331900	2951259	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00017344	A_12_P117256	II	7161299	0.821520607122623	II	7122234	7124411	7041451	7190751	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00007556	A_12_P117265	II	10431058	0.179941905067048	II	10584334	10587985	9894694	10856826	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00010299	A_12_P117286	V	17340235	0.433793505716813	V	17687244	17691022	17337998	17435067	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00000158	A_12_P117292	I	14452335	0.576596552659521	I	14406021	14417942	14409004	14455328	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00012693	A_12_P117313	V	19056022	0.264400106758567	V	19001018	19001856	18884981	19121743	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00009995	A_12_P117322	X	4958735	0.144052769108345	V	13611336	13611888	4630882	5676445	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00009995	A_12_P117322	IV	14658591	0.000113231891791415	V	13611336	13611888	14106284	15117167	Distant eQTL	No	IV	40	No	2	NA	NA	NA	NA	V	IV
WBGene00014028	A_12_P117323	II	13996883	0.103088605722251	III	8913762	8916463	13579168	14608351	Distant eQTL	No	II	40	No	1	NA	NA	NA	NA	III	II
WBGene00011854	A_12_P117325	X	6953360	0.11306405842732	V	16820630	16823673	5922452	7838301	Distant eQTL	No	X	19.5	Yes	13		19.5	13	NA	V	X
WBGene00003130	A_12_P117350	IV	16529740	0.748087319467545	IV	16848154	16854923	16524491	17490756	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00012330	A_12_P117352	II	13921806	0.15748237683382	II	13951904	13957580	13840845	14012154	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00012977	A_12_P117358	III	11107793	0.165034024978718	III	11119796	11127986	11063857	11260480	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00017701	A_12_P117376	III	4161821	0.105001278716453	II	6938585	6938869	3623259	5479398	Distant eQTL	No	III	24	No	5	NA	NA	NA	NA	II	III
WBGene00012115	A_12_P117381	I	8014139	0.265977323860438	I	8160470	8168711	7969987	8955681	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00012115	A_12_P117381	V	5167653	0.00181156314230245	I	8160470	8168711	5107543	5215297	Distant eQTL	No	V	18	Yes	10		18	10	NA	I	V
WBGene00017103	A_12_P117383	IV	8179349	0.177539391372046	III	2446209	2448696	7630216	8736539	Distant eQTL	No	IV	31	Yes	18	Yes	30.5, 31, 31.5, 32	48	NA	III	IV
WBGene00007701	A_12_P117385	IV	15983752	0.131519296623325	III	11782112	11784074	15746218	16375110	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	III	IV
WBGene00001663	A_12_P117402	V	4497523	0.160326430937168	V	11174433	11177667	4165560	4882186	Distant eQTL	No	V	15	No	4	NA	NA	NA	NA	V	V
WBGene00004684	A_12_P117405	I	9097209	0.140405172833952	I	8358253	8363858	7423288	9429198	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00004732	A_12_P117425	IV	7817535	0.190060146198796	IV	8062659	8084087	7381956	8736539	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00004265	A_12_P117427	IV	13527947	0.188357240750294	IV	13561861	13574440	13366427	13902731	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00004265	A_12_P117427	II	12370973	0.00133658767657769	IV	13561861	13574440	12354355	12420847	Distant eQTL	No	II	28	No	1	NA	NA	NA	NA	IV	II
WBGene00012491	A_12_P117431	V	17435067	0.31205409729421	V	17371514	17376745	17375170	17733401	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00000022	A_12_P117433	V	1616055	0.145052726657356	V	323772	330732	708390	1828815	Distant eQTL	No	V	2.5	No	1	NA	NA	NA	NA	V	V
WBGene00011463	A_12_P117438	X	8208528	0.150599982029027	X	10792898	10794747	6403674	9994332	Distant eQTL	No	X	21	No	3	NA	NA	NA	NA	X	X
WBGene00010166	A_12_P117447	V	708390	0.225933513107873	I	12292213	12293936	8249	1733937	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	I	V
WBGene00019249	A_12_P117470	X	4566632	0.155853647616076	X	5216274	5219095	4483054	5361887	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00007867	A_12_P117478	V	11637718	0.145569530585755	IV	12921264	12923293	10820753	11915105	Distant eQTL	No	V	23.5	Yes	20	Yes	22.5, 23, 23.5	40	NA	IV	V
WBGene00007867	A_12_P117478	V	16598569	0.0384705646595119	IV	12921264	12923293	16597105	16625100	Distant eQTL	No	V	31	No	3	NA	NA	NA	NA	IV	V
WBGene00021875	A_12_P117515	X	5638607	0.190386765400759	IV	2799689	2801039	4927721	6597806	Distant eQTL	No	X	17	Yes	19	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00016989	A_12_P117520	V	5175241	0.117525409593497	V	5593701	5594502	4964433	5281983	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00018221	A_12_P117536	X	4862702	0.206077815607355	V	7892111	7893872	4674201	5676445	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00009595	A_12_P117542	III	9692506	0.144548425101552	III	9914261	9915820	9143646	10418745	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00014150	A_12_P117547	I	14863715	0.196622905466692	I	14967294	14968540	14721276	15058920	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00020029	A_12_P117555	IV	15961314	0.33175531114091	II	6023323	6025035	15954820	15983752	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	II	IV
WBGene00002012	A_12_P117563	IV	8995270	0.29995017860758	IV	9444790	9445507	8747453	9718725	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00019266	A_12_P117567	X	8465070	0.187614856541998	X	8603383	8605058	7982412	8948569	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00010002	A_12_P117573	V	20251656	0.13398591293616	V	20699832	20704049	19995173	20921615	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00007424	A_12_P117590	V	11637718	0.103311119936174	V	10109833	10112287	9889822	12279420	Distant eQTL	No	V	23.5	Yes	20	Yes	22.5, 23, 23.5	40	NA	V	V
WBGene00018435	A_12_P117593	II	1732850	0.50699464423147	II	1728506	1730065	1718365	1857282	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00020486	A_12_P117596	X	11897385	0.17702261124971	X	6206362	6207687	11827052	12949257	Distant eQTL	No	X	28	No	4	NA	NA	NA	NA	X	X
WBGene00015471	A_12_P117604	IV	5002403	0.102544298451319	X	1125634	1128307	4538310	7396833	Distant eQTL	No	IV	29	Yes	15	Yes	27.5, 28, 28.5, 29	66	NA	X	IV
WBGene00015100	A_12_P117607	II	13261146	0.106413214074171	III	7124664	7128382	13212923	13539111	Distant eQTL	No	II	34.5	No	2	NA	NA	NA	Yes	III	II
WBGene00015100	A_12_P117607	X	3843271	0.00442865742175446	III	7124664	7128382	3713398	4322768	Distant eQTL	No	X	12	Yes	73		12	73	NA	III	X
WBGene00014183	A_12_P117613	I	11464112	0.24383826736323	I	11460780	11463074	11376289	11550390	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00009434	A_12_P117614	IV	4757132	0.101873299310408	V	13745695	13748776	4366670	5697478	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	V	IV
WBGene00018224	A_12_P117622	II	1727040	0.277063255804931	II	2522628	2524475	1417887	1857282	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00004804	A_12_P117625	V	4497523	0.114957308628892	IV	5651039	5660384	4261110	4792309	Distant eQTL	No	V	15	No	4	NA	NA	NA	NA	IV	V
WBGene00007959	A_12_P117638	X	7044171	0.147108680559735	X	11556244	11559873	5922452	7802067	Distant eQTL	No	X	19.5	Yes	13		19.5	13	NA	X	X
WBGene00001537	A_12_P117639	X	5291269	0.179438643684345	X	17046241	17055581	4536045	5810100	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00010184	A_12_P117664	V	15660569	0.76058908914207	V	15766575	15767266	15659444	15665599	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00009225	A_12_P117674	V	15572136	0.691477121895792	V	15571490	15574155	15540993	15619566	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00009225	A_12_P117674	II	4328160	0.00209339948639627	V	15571490	15574155	4119401	5429933	Distant eQTL	No	II	13.5	No	2	NA	NA	NA	NA	V	II
WBGene00077495	A_12_P117675	V	17395301	0.206835716998572	V	17380232	17381119	17337998	17568121	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00008986	A_12_P117677	V	13768624	0.499910761086896	V	13755007	13756415	13707622	13855621	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00012934	A_12_P117693	III	11260480	0.539082889762441	III	11278996	11286119	11254621	11320466	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00003669	A_12_P117701	I	1045634	0.0596085425411657	V	19207680	19217180	967082	1185402	Distant eQTL	No	I	4.5	No	3	NA	NA	NA	NA	V	I
WBGene00013164	A_12_P117703	II	14608351	0.222068901221325	II	15063658	15071671	14398179	15274701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00013164	A_12_P117703	IV	872114	2.1020203621249e-05	II	15063658	15071671	784688	986168	Distant eQTL	No	IV	4.5	No	1	NA	NA	NA	NA	II	IV
WBGene00016763	A_12_P117717	IV	6271528	0.259752918677148	IV	6217349	6219476	5646749	6488811	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00013032	A_12_P117728	III	12393485	0.235761545293515	III	12391090	12395354	12319309	12501901	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00020340	A_12_P117729	V	2273347	0.159324249644338	V	1982631	1989172	1813788	2486879	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00020340	A_12_P117729	X	13298445	0.00434054308941166	V	1982631	1989172	13173080	13374151	Distant eQTL	No	X	32.5	No	1	NA	NA	NA	NA	V	X
WBGene00010377	A_12_P117732	V	15348506	0.220770523764694	V	14886803	14886907	14290317	15420398	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00021482	A_12_P117752	V	2819135	0.135322588614824	V	3749393	3757074	2586597	3282566	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00021482	A_12_P117752	X	4862702	0.00827132501892228	V	3749393	3757074	4674201	5390152	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00011302	A_12_P117754	X	3843271	0.106403208918423	II	10534332	10537671	3154731	3907685	Distant eQTL	No	X	12	Yes	73		12	73	NA	II	X
WBGene00019025	A_12_P117755	II	4996280	0.243133200954195	II	5148530	5150929	4739944	5360003	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00022867	A_12_P117768	II	2285362	0.558786805743128	II	2323376	2325215	2285310	2304259	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00019160	A_12_P117785	X	5576572	0.209028066737373	X	5904627	5905346	5502937	5810100	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00003700	A_12_P117786	V	1616055	0.56642569617907	V	1622264	1624440	1576612	1733937	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00011870	A_12_P117804	X	5291269	0.112516263860275	III	10199337	10199862	4171941	5810100	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	III	X
WBGene00012249	A_12_P117818	V	19727537	0.20161091054075	V	19743605	19745753	19607287	19815195	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00012249	A_12_P117818	X	4635054	0.0068510623146941	V	19743605	19745753	4171941	5341098	Distant eQTL	No	X	14	Yes	15	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00013260	A_12_P117826	V	5030874	0.111811014746168	II	12225344	12228209	4834721	5261629	Distant eQTL	No	V	16.5	Yes	11		16.5	11	NA	II	V
WBGene00013260	A_12_P117826	IV	15683717	0.00320145210299966	II	12225344	12228209	15520335	16207052	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	II	IV
WBGene00013260	A_12_P117826	V	20445160	0.000495898187127827	II	12225344	12228209	20322261	20484393	Distant eQTL	No	V	45.5	No	2	NA	NA	NA	NA	II	V
WBGene00003689	A_12_P117845	IV	15712992	0.161889784949037	V	474778	477153	15625988	16014568	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	V	IV
WBGene00010848	A_12_P117856	X	4958735	0.184123873608567	IV	11509726	11510775	4674201	5526747	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00021340	A_12_P117862	IV	7016150	0.112493547363318	III	1026912	1031090	4785460	7705207	Distant eQTL	No	IV	31	Yes	18	Yes	30.5, 31, 31.5, 32	48	NA	III	IV
WBGene00015809	A_12_P117881	X	3843271	0.10382078162552	III	6381634	6383024	3716925	4505845	Distant eQTL	No	X	12	Yes	73		12	73	NA	III	X
WBGene00001480	A_12_P117896	V	529501	0.379509716432696	V	899304	903665	527699	537511	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00012604	A_12_P117900	X	4758185	0.290371796413193	II	12619173	12619388	4639456	4862702	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	II	X
WBGene00016424	A_12_P117928	IV	1503573	0.247994018796236	IV	1555579	1558065	1438098	1567794	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00013243	A_12_P117930	III	12135744	0.103255960080029	III	11974464	11989932	11858589	12216028	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00013212	A_12_P117933	II	14281777	0.287887111589189	II	14257573	14269192	14220535	14391450	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00008002	A_12_P117945	X	5638607	0.126641039012124	III	9400531	9401136	5152523	6076783	Distant eQTL	No	X	17	Yes	19	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	III	X
WBGene00008603	A_12_P117951	X	5291269	0.127898667670315	X	10160442	10161810	3907685	5676445	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00015853	A_12_P117976	II	3331906	0.22933863968387	II	3445756	3446741	3287146	3525146	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00015853	A_12_P117976	III	11997250	0.00605168115040853	II	3445756	3446741	11971503	12202569	Distant eQTL	No	III	41.5	No	1	NA	NA	NA	NA	II	III
WBGene00007165	A_12_P118000	X	2610418	0.130334480591084	V	15585067	15593185	2260211	2636716	Distant eQTL	No	X	7	No	5	NA	NA	NA	Yes	V	X
WBGene00015079	A_12_P118012	III	6059408	0.111256038270281	III	5747485	5751637	5327432	7349335	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00009640	A_12_P118022	X	4893004	0.454663097792941	X	12343609	12344039	4536045	4958735	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00007515	A_12_P118033	V	17172126	0.135299892741936	IV	11465411	11467239	16779327	17330124	Distant eQTL	No	V	33	No	3	NA	NA	NA	NA	IV	V
WBGene00015815	A_12_P118055	II	4069094	0.19016882546935	II	4238159	4244836	3691747	4288682	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00016217	A_12_P118060	III	5370	0.545134921221876	III	130940	131756	4664	119077	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00018465	A_12_P118062	X	8030746	0.324201089988296	X	7985973	7988982	7931943	8208528	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00018672	A_12_P118091	III	5369519	0.222010972385137	III	5326623	5333620	5327432	5748303	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00001877	A_12_P118102	V	11032432	0.116525170288276	V	16040808	16041191	8012630	13155451	Distant eQTL	No	V	23	Yes	7	Yes	22.5, 23, 23.5	40	NA	V	V
WBGene00010597	A_12_P118104	IV	16167824	0.104871434723754	V	9489514	9491492	15520335	17490756	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	V	IV
WBGene00012714	A_12_P118129	III	12729776	0.127763738839414	III	13153811	13160288	12499387	13025273	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00015818	A_12_P118133	II	3863103	0.226564610127278	II	4223305	4226330	3673538	4288682	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00008925	A_12_P118135	I	1600696	0.0451976788642301	X	13105184	13108543	1305437	1688137	Distant eQTL	No	I	8	No	1	NA	NA	NA	NA	X	I
WBGene00017211	A_12_P118145	II	1990551	0.384165842716197	II	2059785	2061852	1988126	2126849	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00017582	A_12_P118164	X	8948569	0.107780798654526	X	9262027	9264912	8382557	10545442	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00000004	A_12_P118169	X	2564766	0.251669397051853	X	2552436	2557728	2538424	2636716	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	X	X
WBGene00001447	A_12_P118191	X	5361887	0.19829488234259	II	10048961	10055594	4674201	5676445	Distant eQTL	No	X	16	Yes	35	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	II	X
WBGene00012710	A_12_P118198	IV	12262083	0.63038741974236	IV	12257528	12259211	12013372	12574409	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00006309	A_12_P118208	X	5291269	0.193100957370097	V	8157746	8159584	4639456	5676445	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00001553	A_12_P118223	X	4402562	0.148741289179467	V	11995811	12001776	4165450	5949176	Distant eQTL	No	X	13.5	Yes	14	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00018386	A_12_P118225	II	2334376	0.101032065942483	II	2337896	2341615	1988126	2513769	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00019131	A_12_P118235	IV	12262083	0.111153360628611	II	2514977	2516097	9987122	12672698	Distant eQTL	No	IV	33.5	Yes	7	Yes	33.5	7	NA	II	IV
WBGene00017315	A_12_P118240	V	9985933	0.176113097389802	V	7167009	7169205	9109384	10458053	Distant eQTL	No	V	22.5	Yes	13	Yes	22.5, 23, 23.5	40	NA	V	V
WBGene00017315	A_12_P118240	X	4167697	0.0774288711052552	V	7167009	7169205	3789476	5810100	Distant eQTL	No	X	13	Yes	16	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00000506	A_12_P118252	III	2438328	0.133495769979571	III	2394319	2401308	2349777	2505771	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00017453	A_12_P118258	II	3373587	0.362994885174671	II	3340554	3341260	3287146	3521022	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00003040	A_12_P118263	I	3682557	0.101787344639571	I	3713118	3721859	3667385	4036507	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00003040	A_12_P118263	IV	13813174	0.00482089727891935	I	3713118	3721859	13526357	14378834	Distant eQTL	No	IV	38.5	Yes	8		38.5	8	NA	I	IV
WBGene00013237	A_12_P118267	III	11913630	0.103234636385678	III	11915151	11915714	11756068	12135744	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00017651	A_12_P118281	V	2657849	0.532959511393184	I	3706029	3709441	2486879	2671879	Distant eQTL	No	V	7	No	1	NA	NA	NA	NA	I	V
WBGene00019734	A_12_P118298	X	4958735	0.1853966463393	X	308758	311323	4630882	5810100	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00000938	A_12_P118326	I	7151497	0.111120378682385	I	7536104	7542159	6466803	7805252	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00012644	A_12_P118336	III	10465571	0.107102433723641	III	10605343	10614930	9993581	10948017	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00012644	A_12_P118336	III	12731659	0.011408448870005	III	10605343	10614930	12589611	13179596	Distant eQTL	No	III	46	No	1	NA	NA	NA	NA	III	III
WBGene00021852	A_12_P118345	III	2505771	0.252745780303896	III	2503423	2507972	2454777	2583297	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00021748	A_12_P118356	V	529501	0.268119190562054	V	939388	945248	8249	537511	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00001787	A_12_P118360	II	14608351	0.58384031021356	II	15171163	15171916	14606333	15274701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00022223	A_12_P118365	IV	1303775	0.461528293923815	X	209108	211241	1266572	1310646	Distant eQTL	No	IV	7	No	1	NA	NA	NA	NA	X	IV
WBGene00010706	A_12_P118367	X	12236381	0.128350529675514	X	13267561	13269715	11270961	12932361	Distant eQTL	No	X	28.5	No	5	NA	NA	NA	NA	X	X
