trait	ld_betw	eQTL_1	eQTL_2	LD	chroms
T20B3.8	Distant eQTL to Distant eQTL	X_9162358	III_3140634	0.0686125368767585	Between different chromosomes
T20B6.3.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
T21C12.1o.1	Distant eQTL to Distant eQTL	X_14484237	V_15829772	0.199985779258168	Between different chromosomes
T22D2.1.1	Distant eQTL to Distant eQTL	V_14649731	II_946924	0.141308813235556	Between different chromosomes
T23B12.5.1	Distant eQTL to Distant eQTL	V_7317606	I_877144	0.2876664510468	Between different chromosomes
T23B12.5.1	Distant eQTL to Distant eQTL	X_2019708	I_877144	0.50076972888423	Between different chromosomes
T23B12.5.1	Distant eQTL to Distant eQTL	X_2019708	V_7317606	0.38066953585248	Between different chromosomes
T23G11.3.2	Distant eQTL to Distant eQTL	III_11465750	I_14168582	0.179459444138876	Between different chromosomes
T23H2.4.1	Distant eQTL to Distant eQTL	V_12294693	II_13176850	0.416979879687461	Between different chromosomes
T23H2.4.1	Distant eQTL to Distant eQTL	X_6895081	II_13176850	0.380539509099442	Between different chromosomes
T23H2.4.1	Distant eQTL to Distant eQTL	X_6895081	V_12294693	0.493667841079259	Between different chromosomes
T25G12.13.1	Distant eQTL to Distant eQTL	X_1464184	IV_5050400	0.276193455191121	Between different chromosomes
T26E3.7.1	Distant eQTL to Distant eQTL	III_8728272	II_13160635	0.148412104608945	Between different chromosomes
T26H5.14.1	Distant eQTL to Distant eQTL	X_3893981	I_13463537	0.682630062636451	Between different chromosomes
T27B7.4b.1	Distant eQTL to Distant eQTL	III_10537269	I_8484435	0.204140657317178	Between different chromosomes
T27B7.4b.1	Distant eQTL to Distant eQTL	V_13485727	I_8484435	0.193579531262515	Between different chromosomes
T27B7.4b.1	Distant eQTL to Distant eQTL	V_13485727	III_10537269	0.136868855369864	Between different chromosomes
T27E4.2.1	Distant eQTL to Distant eQTL	IV_9092582	II_11069358	0.286839471294242	Between different chromosomes
T27E4.2.1	Distant eQTL to Distant eQTL	V_7596063	II_11069358	0.2876664510468	Between different chromosomes
T27E4.2.1	Distant eQTL to Distant eQTL	V_7596063	IV_9092582	0.261777196522024	Between different chromosomes
T27E4.3.1	Distant eQTL to Distant eQTL	V_7596063	II_11069358	0.2876664510468	Between different chromosomes
T27E4.9.1	Distant eQTL to Distant eQTL	V_7596063	II_11069358	0.2876664510468	Between different chromosomes
T27E9.4b.2	Distant eQTL to Distant eQTL	V_20030979	III_11934557	0.215421060662848	Between different chromosomes
T27E9.4b.2	Distant eQTL to Distant eQTL	X_12110964	III_11934557	0.315876195466847	Between different chromosomes
T27E9.4b.2	Distant eQTL to Distant eQTL	X_12110964	V_20030979	0.161482604013107	Between different chromosomes
T27F6.8.2	Distant eQTL to Distant eQTL	IV_16421553	IV_10339410	0.221639849050949	On the same chromosome
T28A11.2.2	Distant eQTL to Distant eQTL	III_11897326	II_925034	0.106386602178969	Between different chromosomes
T28A11.21.2	Distant eQTL to Distant eQTL	III_11897326	II_1488875	0.132026010566362	Between different chromosomes
T28F12.3a.2	Distant eQTL to Distant eQTL	X_10939349	IV_15469577	0.123574939950573	Between different chromosomes
W01C8.5b.1	Distant eQTL to Distant eQTL	V_13762996	I_13463537	0.652842586844204	Between different chromosomes
W01F3.3g.1	Distant eQTL to Distant eQTL	V_15952782	I_11670443	0.265430745069503	Between different chromosomes
W01F3.3g.1	Distant eQTL to Distant eQTL	X_14955875	I_11670443	0.14629007475893	Between different chromosomes
W01F3.3g.1	Distant eQTL to Distant eQTL	X_14955875	V_15952782	0.210098471363151	Between different chromosomes
W02A11.8.2	Distant eQTL to Distant eQTL	II_13525837	I_9046450	0.0642548211539178	Between different chromosomes
W02A11.8.2	Distant eQTL to Distant eQTL	IV_13956350	I_9046450	0.0793338893405953	Between different chromosomes
W02A11.8.2	Distant eQTL to Distant eQTL	V_3445950	I_9046450	0.15383847516233	Between different chromosomes
W02A11.8.2	Distant eQTL to Distant eQTL	IV_13956350	II_13525837	0.132950981207642	Between different chromosomes
W02A11.8.2	Distant eQTL to Distant eQTL	V_3445950	II_13525837	0.0957669103681178	Between different chromosomes
W02A11.8.2	Distant eQTL to Distant eQTL	V_3445950	IV_13956350	0.0686125368766456	Between different chromosomes
W02G9.2c.1	Distant eQTL to Distant eQTL	V_13718280	I_2013029	0.279397064292709	Between different chromosomes
W02G9.2c.1	Distant eQTL to Distant eQTL	X_2415755	I_2013029	0.415271133410069	Between different chromosomes
W02G9.2c.1	Distant eQTL to Distant eQTL	X_2415755	V_13718280	0.425876974411082	Between different chromosomes
W03F11.1b.1	Distant eQTL to Distant eQTL	V_20636831	IV_15705753	0.450698078749356	Between different chromosomes
W03F11.6e.1	Distant eQTL to Distant eQTL	IV_4430374	II_946924	0.199571501750264	Between different chromosomes
W04A4.2.1	Distant eQTL to Distant eQTL	IV_16147246	I_4479282	0.14629007475893	Between different chromosomes
W04D2.3a.1	Distant eQTL to Distant eQTL	X_8835261	V_4293358	0.350213856323441	Between different chromosomes
W04H10.6a.1	Distant eQTL to Distant eQTL	II_5778426	I_1543438	0.0968538078532979	Between different chromosomes
W04H10.6a.1	Distant eQTL to Distant eQTL	II_13158734	I_1543438	0.0315208303660187	Between different chromosomes
W04H10.6a.1	Distant eQTL to Distant eQTL	IV_12078625	I_1543438	0.0620210311165386	Between different chromosomes
W04H10.6a.1	Distant eQTL to Distant eQTL	V_4369135	I_1543438	0.165698217068539	Between different chromosomes
W04H10.6a.1	Distant eQTL to Distant eQTL	II_13158734	II_5778426	0.171580954824072	On the same chromosome
W04H10.6a.1	Distant eQTL to Distant eQTL	IV_12078625	II_5778426	0.130633677794635	Between different chromosomes
W04H10.6a.1	Distant eQTL to Distant eQTL	V_4369135	II_5778426	0.138508052657805	Between different chromosomes
W04H10.6a.1	Distant eQTL to Distant eQTL	IV_12078625	II_13158734	0.0467592324502421	Between different chromosomes
W04H10.6a.1	Distant eQTL to Distant eQTL	V_4369135	II_13158734	0.0277179458453275	Between different chromosomes
W04H10.6a.1	Distant eQTL to Distant eQTL	V_4369135	IV_12078625	0.390241313640999	Between different chromosomes
W05B2.2.1	Distant eQTL to Distant eQTL	V_14649731	I_14576765	0.270012440491053	Between different chromosomes
W05B2.4.1	Distant eQTL to Distant eQTL	V_14649731	II_3564780	0.288767301255531	Between different chromosomes
W05B2.5.2	Distant eQTL to Distant eQTL	II_1204125	I_2820424	0.220529238269072	Between different chromosomes
W05B2.5.2	Distant eQTL to Distant eQTL	IV_12807869	I_2820424	0.454253742763023	Between different chromosomes
W05B2.5.2	Distant eQTL to Distant eQTL	X_2453189	I_2820424	0.310416524820752	Between different chromosomes
W05B2.5.2	Distant eQTL to Distant eQTL	X_11162369	I_2820424	0.310416524820752	Between different chromosomes
W05B2.5.2	Distant eQTL to Distant eQTL	IV_12807869	II_1204125	0.247765009978433	Between different chromosomes
W05B2.5.2	Distant eQTL to Distant eQTL	X_2453189	II_1204125	0.15383847516233	Between different chromosomes
W05B2.5.2	Distant eQTL to Distant eQTL	X_11162369	II_1204125	0.220529238269072	Between different chromosomes
W05B2.5.2	Distant eQTL to Distant eQTL	X_2453189	IV_12807869	0.259061157163487	Between different chromosomes
W05B2.5.2	Distant eQTL to Distant eQTL	X_11162369	IV_12807869	0.350213856323441	Between different chromosomes
W05B2.5.2	Distant eQTL to Distant eQTL	X_11162369	X_2453189	0.310416524820752	On the same chromosome
W05F2.2	Distant eQTL to Distant eQTL	IV_9092582	I_6729971	0.0695348105851391	Between different chromosomes
W05F2.2	Distant eQTL to Distant eQTL	V_10041860	I_6729971	0.0232700509037669	Between different chromosomes
W05F2.2	Distant eQTL to Distant eQTL	V_10041860	IV_9092582	0.371945902956661	Between different chromosomes
W05H12.4.2	Distant eQTL to Distant eQTL	X_3893981	V_13762996	0.835356075479117	Between different chromosomes
W06H3.3.1	Distant eQTL to Distant eQTL	V_13709420	II_405719	0.286294698684015	Between different chromosomes
W07B8.4a.1	Distant eQTL to Distant eQTL	II_2815623	I_12101627	0.207260023208621	Between different chromosomes
W08D2.5a.1	Distant eQTL to Distant eQTL	III_12461544	I_11843087	0.0249141610058143	Between different chromosomes
W08E12.3.1	Distant eQTL to Distant eQTL	IV_16047511	IV_4430374	0.0548728254686752	On the same chromosome
W08E12.3.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
W08E12.3.1	Distant eQTL to Distant eQTL	V_14649731	IV_16047511	0.0434571300249849	Between different chromosomes
W08G11.3a.2	Distant eQTL to Distant eQTL	IV_16421553	II_10141376	0.0259401971088735	Between different chromosomes
W08G11.3a.2	Distant eQTL to Distant eQTL	V_14018792	II_10141376	0.0047856846652906	Between different chromosomes
W08G11.3a.2	Distant eQTL to Distant eQTL	V_14018792	IV_16421553	0.0309821661152131	Between different chromosomes
W09B7.1.1	Distant eQTL to Distant eQTL	V_17029962	II_6994573	0.291931464965484	Between different chromosomes
W09C3.3.1	Distant eQTL to Distant eQTL	X_9484805	V_5348847	0.330875291252744	Between different chromosomes
W09H1.1a.1	Distant eQTL to Distant eQTL	IV_6232856	I_12581234	0.260296085219535	Between different chromosomes
W10D9.4b.1	Distant eQTL to Distant eQTL	X_12575289	IV_15705753	0.14629007475893	Between different chromosomes
Y102A5C.1.2	Distant eQTL to Distant eQTL	IV_16631240	I_2417713	0.0467592324502421	Between different chromosomes
Y102A5C.3	Distant eQTL to Distant eQTL	IV_4406563	III_4962431	0.0587359799709398	Between different chromosomes
Y102A5C.3	Distant eQTL to Distant eQTL	V_18416714	III_4962431	0.0777196576278254	Between different chromosomes
Y102A5C.3	Distant eQTL to Distant eQTL	V_18416714	IV_4406563	0.167661259605316	Between different chromosomes
Y104H12A.1a.2	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
Y105C5A.14	Distant eQTL to Distant eQTL	IV_8994832	I_4479282	0.14629007475893	Between different chromosomes
Y105C5A.15e.1	Distant eQTL to Distant eQTL	X_14837286	I_14700446	0.227485543003638	Between different chromosomes
Y105E8B.11.1	Distant eQTL to Distant eQTL	IV_3881833	I_2775461	0.23716125693539	Between different chromosomes
Y106G6H.12a.2	Distant eQTL to Distant eQTL	III_6898616	II_13133463	0.11960216846398	Between different chromosomes
Y108F1.3	Distant eQTL to Distant eQTL	IV_16027005	II_630616	0.0182923247492174	Between different chromosomes
Y108F1.4	Distant eQTL to Distant eQTL	V_3249178	II_3767356	0.0334164164881271	Between different chromosomes
Y110A2AL.12a.1	Distant eQTL to Distant eQTL	II_9215013	I_13623980	0.0851741775790851	Between different chromosomes
Y110A2AL.12a.1	Distant eQTL to Distant eQTL	III_1447618	I_13623980	0.0512268938095581	Between different chromosomes
Y110A2AL.12a.1	Distant eQTL to Distant eQTL	III_1447618	II_9215013	0.142210664570388	Between different chromosomes
Y111B2A.4a.1	Distant eQTL to Distant eQTL	II_2476363	I_14707876	0.0536227723095774	Between different chromosomes
Y111B2A.4a.1	Distant eQTL to Distant eQTL	IV_6769970	I_14707876	0.161482604013107	Between different chromosomes
Y111B2A.4a.1	Distant eQTL to Distant eQTL	V_5777049	I_14707876	0.215359899922429	Between different chromosomes
Y111B2A.4a.1	Distant eQTL to Distant eQTL	X_14757095	I_14707876	0.0472313448888154	Between different chromosomes
Y111B2A.4a.1	Distant eQTL to Distant eQTL	IV_6769970	II_2476363	0.0472313448888154	Between different chromosomes
Y111B2A.4a.1	Distant eQTL to Distant eQTL	V_5777049	II_2476363	0.28369055708386	Between different chromosomes
Y111B2A.4a.1	Distant eQTL to Distant eQTL	X_14757095	II_2476363	0.0957669103681178	Between different chromosomes
Y111B2A.4a.1	Distant eQTL to Distant eQTL	V_5777049	IV_6769970	0.253976898568311	Between different chromosomes
Y111B2A.4a.1	Distant eQTL to Distant eQTL	X_14757095	IV_6769970	0.310416524820752	Between different chromosomes
Y111B2A.4a.1	Distant eQTL to Distant eQTL	X_14757095	V_5777049	0.404107083271721	Between different chromosomes
Y116F11B.10a	Distant eQTL to Distant eQTL	V_16766150	IV_2849850	7.91129968318358e-05	Between different chromosomes
Y116F11B.6.1	Distant eQTL to Distant eQTL	IV_16386540	II_8795806	0.380539509099387	Between different chromosomes
Y116F11B.6.1	Distant eQTL to Distant eQTL	V_4856381	II_8795806	0.12345890111158	Between different chromosomes
Y116F11B.6.1	Distant eQTL to Distant eQTL	X_769345	II_8795806	0.257537481139158	Between different chromosomes
Y116F11B.6.1	Distant eQTL to Distant eQTL	V_4856381	IV_16386540	0.253976898568311	Between different chromosomes
Y116F11B.6.1	Distant eQTL to Distant eQTL	X_769345	IV_16386540	0.380539509099442	Between different chromosomes
Y116F11B.6.1	Distant eQTL to Distant eQTL	X_769345	V_4856381	0.366392209283888	Between different chromosomes
Y119D3A.2.1	Distant eQTL to Distant eQTL	V_6830224	IV_15491767	0.00571858006230353	Between different chromosomes
Y11D7A.1	Distant eQTL to Distant eQTL	V_13914214	II_946924	0.102151551395528	Between different chromosomes
Y17D7B.1b.1	Distant eQTL to Distant eQTL	X_6904378	II_430729	0.106455506317256	Between different chromosomes
Y17D7C.3	Distant eQTL to Distant eQTL	X_1905739	II_587549	0.460220833287447	Between different chromosomes
Y17G9B.1.1	Distant eQTL to Distant eQTL	II_13339660	II_5558019	0.0417221840043457	On the same chromosome
Y17G9B.1.1	Distant eQTL to Distant eQTL	IV_6179627	II_5558019	0.343695497246459	Between different chromosomes
Y17G9B.1.1	Distant eQTL to Distant eQTL	V_16856362	II_5558019	0.0120408286640765	Between different chromosomes
Y17G9B.1.1	Distant eQTL to Distant eQTL	IV_6179627	II_13339660	0.0363571052173995	Between different chromosomes
Y17G9B.1.1	Distant eQTL to Distant eQTL	V_16856362	II_13339660	0.007460455881331	Between different chromosomes
Y17G9B.1.1	Distant eQTL to Distant eQTL	V_16856362	IV_6179627	0.0259116226614085	Between different chromosomes
Y18D10A.9.1	Distant eQTL to Distant eQTL	III_12079457	I_2013010	0.243661873385862	Between different chromosomes
Y18D10A.9.1	Distant eQTL to Distant eQTL	V_4259689	I_2013010	0.319527008694417	Between different chromosomes
Y18D10A.9.1	Distant eQTL to Distant eQTL	X_2019708	I_2013010	0.571972773650907	Between different chromosomes
Y18D10A.9.1	Distant eQTL to Distant eQTL	V_4259689	III_12079457	0.27154054546376	Between different chromosomes
Y18D10A.9.1	Distant eQTL to Distant eQTL	X_2019708	III_12079457	0.202750586555172	Between different chromosomes
Y18D10A.9.1	Distant eQTL to Distant eQTL	X_2019708	V_4259689	0.418967076012093	Between different chromosomes
Y18H1A.11c.1	Distant eQTL to Distant eQTL	X_4562158	II_12943220	0.18961798794582	Between different chromosomes
Y19D10A.10	Distant eQTL to Distant eQTL	II_13781845	I_13312810	0.0650649364222085	Between different chromosomes
Y19D10A.10	Distant eQTL to Distant eQTL	III_11891019	I_13312810	0.0968538078532979	Between different chromosomes
Y19D10A.10	Distant eQTL to Distant eQTL	X_15547286	I_13312810	0.212521972271598	Between different chromosomes
Y19D10A.10	Distant eQTL to Distant eQTL	III_11891019	II_13781845	0.0194536042640122	Between different chromosomes
Y19D10A.10	Distant eQTL to Distant eQTL	X_15547286	II_13781845	0.0616972649011254	Between different chromosomes
Y19D10A.10	Distant eQTL to Distant eQTL	X_15547286	III_11891019	0.0309821661152131	Between different chromosomes
Y20F4.3a.1	Distant eQTL to Distant eQTL	X_7897043	V_20018771	0.0161980047572377	Between different chromosomes
Y32F6A.6	Distant eQTL to Distant eQTL	X_1905739	V_7820031	0.27047022240087	Between different chromosomes
Y32F6A.6	Distant eQTL to Distant eQTL	X_9217864	V_7820031	0.506838501772619	Between different chromosomes
Y32F6A.6	Distant eQTL to Distant eQTL	X_9217864	X_1905739	0.379419810926572	On the same chromosome
Y32H12A.5.2	Distant eQTL to Distant eQTL	X_2042095	III_3353294	0.185808356668	Between different chromosomes
Y37A1B.5a.1	Distant eQTL to Distant eQTL	V_9058366	II_3569186	0.506838501772619	Between different chromosomes
Y37A1C.1h.1	Distant eQTL to Distant eQTL	X_8578982	I_14172637	0.199668730835262	Between different chromosomes
Y37E11AM.4.1	Distant eQTL to Distant eQTL	V_4148393	I_13681735	0.0923567228562331	Between different chromosomes
Y37F4.3.1	Distant eQTL to Distant eQTL	IV_8583608	III_3307512	0.0802129383703357	Between different chromosomes
Y37F4.3.1	Distant eQTL to Distant eQTL	V_20231622	III_3307512	0.25627879972257	Between different chromosomes
Y37F4.3.1	Distant eQTL to Distant eQTL	X_7266229	III_3307512	0.2276932038364	Between different chromosomes
Y37F4.3.1	Distant eQTL to Distant eQTL	V_20231622	IV_8583608	0.109481660094067	Between different chromosomes
Y37F4.3.1	Distant eQTL to Distant eQTL	X_7266229	IV_8583608	0.0543360765753885	Between different chromosomes
Y37F4.3.1	Distant eQTL to Distant eQTL	X_7266229	V_20231622	0.152944834455289	Between different chromosomes
Y37H2A.5b.1	Distant eQTL to Distant eQTL	V_6989071	IV_1576746	0.0106222140239045	Between different chromosomes
Y38C1AA.11.2	Distant eQTL to Distant eQTL	V_12397073	I_11672560	0.0642548211539178	Between different chromosomes
Y38C1AB.8b.1	Distant eQTL to Distant eQTL	X_4562158	V_10343103	0.677740837740229	Between different chromosomes
Y38F1A.10e.1	Distant eQTL to Distant eQTL	X_12575289	I_12762897	0.0155781539446815	Between different chromosomes
Y38F2AL.5.1	Distant eQTL to Distant eQTL	III_3353294	I_13348750	0.0516991832743527	Between different chromosomes
Y39A1B.2a.1	Distant eQTL to Distant eQTL	IV_4430374	I_14700446	0.221639849050949	Between different chromosomes
Y39A1B.2a.1	Distant eQTL to Distant eQTL	V_16518382	I_14700446	0.196497697553986	Between different chromosomes
Y39A1B.2a.1	Distant eQTL to Distant eQTL	V_16518382	IV_4430374	0.201433016858268	Between different chromosomes
Y39H10A.6a.1	Distant eQTL to Distant eQTL	IV_4430374	I_14576765	0.193179891660143	Between different chromosomes
Y41D4B.10a.1	Distant eQTL to Distant eQTL	IV_4665571	II_6049853	0.196603295948304	Between different chromosomes
Y41D4B.10a.1	Distant eQTL to Distant eQTL	V_4415549	II_6049853	0.269609770881226	Between different chromosomes
Y41D4B.10a.1	Distant eQTL to Distant eQTL	V_4415549	IV_4665571	0.32264669135671	Between different chromosomes
Y41D4B.15.1	Distant eQTL to Distant eQTL	I_13681735	I_850499	0.131499309544861	On the same chromosome
Y41D4B.15.1	Distant eQTL to Distant eQTL	V_5295653	I_850499	0.0089136407009514	Between different chromosomes
Y41D4B.15.1	Distant eQTL to Distant eQTL	V_5295653	I_13681735	0.088190992499763	Between different chromosomes
Y43C5A.5a.1	Distant eQTL to Distant eQTL	IV_9070630	I_1229336	0.195847258340133	Between different chromosomes
Y43C5A.5a.1	Distant eQTL to Distant eQTL	V_4776357	I_1229336	0.266702785545527	Between different chromosomes
Y43C5A.5a.1	Distant eQTL to Distant eQTL	V_4776357	IV_9070630	0.207703900710893	Between different chromosomes
Y43E12A.1.2	Distant eQTL to Distant eQTL	V_11516185	IV_9402749	0.379419810926572	Between different chromosomes
Y43E12A.1.2	Distant eQTL to Distant eQTL	V_19068849	IV_9402749	0.2876664510468	Between different chromosomes
Y43E12A.1.2	Distant eQTL to Distant eQTL	X_5067480	IV_9402749	0.343695497246459	Between different chromosomes
Y43E12A.1.2	Distant eQTL to Distant eQTL	V_19068849	V_11516185	0.2876664510468	On the same chromosome
Y43E12A.1.2	Distant eQTL to Distant eQTL	X_5067480	V_11516185	0.460220833287447	Between different chromosomes
Y43E12A.1.2	Distant eQTL to Distant eQTL	X_5067480	V_19068849	0.259061157163487	Between different chromosomes
Y45F10D.13d.1	Distant eQTL to Distant eQTL	II_11033835	II_4661856	0.28369055708386	On the same chromosome
Y46C8AL.2.1	Distant eQTL to Distant eQTL	X_5072234	II_11983210	0.0870264130355469	Between different chromosomes
Y46G5A.14.2	Distant eQTL to Distant eQTL	X_7302838	IV_16631240	0.0155781539446815	Between different chromosomes
Y46G5A.1d.1	Distant eQTL to Distant eQTL	II_11680925	II_4856161	0.369204120821014	On the same chromosome
Y46G5A.21.1	Distant eQTL to Distant eQTL	III_1931009	I_1166270	0.00985862852894955	Between different chromosomes
Y46G5A.21.1	Distant eQTL to Distant eQTL	IV_13537231	I_1166270	0.00262242883149478	Between different chromosomes
Y46G5A.21.1	Distant eQTL to Distant eQTL	IV_13537231	III_1931009	0.00728237088889216	Between different chromosomes
Y46H3A.2.1	Distant eQTL to Distant eQTL	IV_2212564	III_3353294	0.182128202801092	Between different chromosomes
Y46H3A.2.1	Distant eQTL to Distant eQTL	V_7596063	III_3353294	0.214774824680953	Between different chromosomes
Y46H3A.2.1	Distant eQTL to Distant eQTL	V_7596063	IV_2212564	0.182128202801359	Between different chromosomes
Y46H3C.6	Distant eQTL to Distant eQTL	V_14396609	II_3615891	0.117552774401392	Between different chromosomes
Y46H3C.6	Distant eQTL to Distant eQTL	X_14375587	II_3615891	0.347308929905959	Between different chromosomes
Y46H3C.6	Distant eQTL to Distant eQTL	X_14375587	V_14396609	0.0319677359310299	Between different chromosomes
Y47D3B.1.1	Distant eQTL to Distant eQTL	IV_16384308	II_15120251	0.171071168104669	Between different chromosomes
Y47D3B.3.1	Distant eQTL to Distant eQTL	IV_16047511	IV_4430374	0.0548728254686752	On the same chromosome
Y47D3B.3.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
Y47D3B.3.1	Distant eQTL to Distant eQTL	V_14649731	IV_16047511	0.0434571300249849	Between different chromosomes
Y47D3B.5b.1	Distant eQTL to Distant eQTL	III_2646834	II_2787728	0.156342669550668	Between different chromosomes
Y47D7A.2.1	Distant eQTL to Distant eQTL	V_7598251	IV_9116894	0.223903005710094	Between different chromosomes
Y47D7A.2.1	Distant eQTL to Distant eQTL	V_18965628	IV_9116894	0.0866732168614931	Between different chromosomes
Y47D7A.2.1	Distant eQTL to Distant eQTL	V_18965628	V_7598251	0.0762320038581123	On the same chromosome
Y47G6A.10.1	Distant eQTL to Distant eQTL	V_4415549	IV_8337815	0.348932889624692	Between different chromosomes
Y47G6A.32.1	Distant eQTL to Distant eQTL	X_8581338	V_10764626	0.671515659565941	Between different chromosomes
Y48A6B.6b.2	Distant eQTL to Distant eQTL	IV_15653850	IV_4430374	0.330875291252744	On the same chromosome
Y48A6C.2	Distant eQTL to Distant eQTL	X_10567611	V_6658885	0.0472313448889203	Between different chromosomes
Y48A6C.3.1	Distant eQTL to Distant eQTL	X_10567611	V_6658885	0.0472313448889203	Between different chromosomes
Y48G1C.1.1	Distant eQTL to Distant eQTL	X_7897043	III_12528761	0.0777196576278831	Between different chromosomes
Y48G1C.12.1	Distant eQTL to Distant eQTL	III_785992	II_2769983	0.19957150175055	Between different chromosomes
Y48G1C.12.1	Distant eQTL to Distant eQTL	III_12398088	II_2769983	0.14629007475893	Between different chromosomes
Y48G1C.12.1	Distant eQTL to Distant eQTL	IV_15143318	II_2769983	0.347308929905959	Between different chromosomes
Y48G1C.12.1	Distant eQTL to Distant eQTL	III_12398088	III_785992	0.0957669103682244	On the same chromosome
Y48G1C.12.1	Distant eQTL to Distant eQTL	IV_15143318	III_785992	0.130633677794635	Between different chromosomes
Y48G1C.12.1	Distant eQTL to Distant eQTL	IV_15143318	III_12398088	0.14629007475893	Between different chromosomes
Y48G8AL.11a.1	Distant eQTL to Distant eQTL	IV_16421553	II_8699190	0.483516055588357	Between different chromosomes
Y48G8AL.11a.1	Distant eQTL to Distant eQTL	V_1191	II_8699190	0.268066324913273	Between different chromosomes
Y48G8AL.11a.1	Distant eQTL to Distant eQTL	X_6769644	II_8699190	0.299186084611519	Between different chromosomes
Y48G8AL.11a.1	Distant eQTL to Distant eQTL	X_15042416	II_8699190	0.167031841971119	Between different chromosomes
Y48G8AL.11a.1	Distant eQTL to Distant eQTL	V_1191	IV_16421553	0.522507976321928	Between different chromosomes
Y48G8AL.11a.1	Distant eQTL to Distant eQTL	X_6769644	IV_16421553	0.355340297046054	Between different chromosomes
Y48G8AL.11a.1	Distant eQTL to Distant eQTL	X_15042416	IV_16421553	0.130633677794635	Between different chromosomes
Y48G8AL.11a.1	Distant eQTL to Distant eQTL	X_6769644	V_1191	0.510224900935738	Between different chromosomes
Y48G8AL.11a.1	Distant eQTL to Distant eQTL	X_15042416	V_1191	0.350213856323441	Between different chromosomes
Y48G8AL.11a.1	Distant eQTL to Distant eQTL	X_15042416	X_6769644	0.29960498531591	On the same chromosome
Y48G8AL.11a.2	Distant eQTL to Distant eQTL	IV_16421553	II_8699190	0.483516055588357	Between different chromosomes
Y48G8AL.11a.2	Distant eQTL to Distant eQTL	V_1191	II_8699190	0.268066324913273	Between different chromosomes
Y48G8AL.11a.2	Distant eQTL to Distant eQTL	X_1612592	II_8699190	0.420110091639415	Between different chromosomes
Y48G8AL.11a.2	Distant eQTL to Distant eQTL	V_1191	IV_16421553	0.522507976321928	Between different chromosomes
Y48G8AL.11a.2	Distant eQTL to Distant eQTL	X_1612592	IV_16421553	0.49366784107924	Between different chromosomes
Y48G8AL.11a.2	Distant eQTL to Distant eQTL	X_1612592	V_1191	0.571972773650907	Between different chromosomes
Y48G8AR.1a.2	Distant eQTL to Distant eQTL	V_13842657	II_9780	0.265671632904675	Between different chromosomes
Y48G8AR.2.1	Distant eQTL to Distant eQTL	X_13448004	II_3607581	0.233733609102608	Between different chromosomes
Y48G9A.9b.1	Distant eQTL to Distant eQTL	V_20030979	II_582303	0.227914631592158	Between different chromosomes
Y51H1A.3a.1	Distant eQTL to Distant eQTL	III_9399943	I_2707175	0.263949685083393	Between different chromosomes
Y51H1A.3a.1	Distant eQTL to Distant eQTL	IV_467151	I_2707175	0.311184331569834	Between different chromosomes
Y51H1A.3a.1	Distant eQTL to Distant eQTL	IV_16386399	I_2707175	0.546512779754445	Between different chromosomes
Y51H1A.3a.1	Distant eQTL to Distant eQTL	IV_467151	III_9399943	0.175260842254246	Between different chromosomes
Y51H1A.3a.1	Distant eQTL to Distant eQTL	IV_16386399	III_9399943	0.408423577029242	Between different chromosomes
Y51H1A.3a.1	Distant eQTL to Distant eQTL	IV_16386399	IV_467151	0.483642213383925	On the same chromosome
Y51H1A.3a.2	Distant eQTL to Distant eQTL	III_9399943	I_2707175	0.263949685083393	Between different chromosomes
Y51H1A.3a.2	Distant eQTL to Distant eQTL	IV_467151	I_2707175	0.311184331569834	Between different chromosomes
Y51H1A.3a.2	Distant eQTL to Distant eQTL	IV_467151	III_9399943	0.175260842254246	Between different chromosomes
Y51H1A.3b.1	Distant eQTL to Distant eQTL	II_546631	I_13171417	0.343695497246459	Between different chromosomes
Y51H1A.3b.1	Distant eQTL to Distant eQTL	V_13589743	I_13171417	0.593761751750259	Between different chromosomes
Y51H1A.3b.1	Distant eQTL to Distant eQTL	V_18849905	I_13171417	0.493667841079259	Between different chromosomes
Y51H1A.3b.1	Distant eQTL to Distant eQTL	X_1905739	I_13171417	0.744169851044201	Between different chromosomes
Y51H1A.3b.1	Distant eQTL to Distant eQTL	V_13589743	II_546631	0.506838501772619	Between different chromosomes
Y51H1A.3b.1	Distant eQTL to Distant eQTL	V_18849905	II_546631	0.682630062636451	Between different chromosomes
Y51H1A.3b.1	Distant eQTL to Distant eQTL	X_1905739	II_546631	0.506838501772619	Between different chromosomes
Y51H1A.3b.1	Distant eQTL to Distant eQTL	V_18849905	V_13589743	0.682630062636451	On the same chromosome
Y51H1A.3b.1	Distant eQTL to Distant eQTL	X_1905739	V_13589743	0.652842586844204	Between different chromosomes
Y51H1A.3b.1	Distant eQTL to Distant eQTL	X_1905739	V_18849905	0.682630062636451	Between different chromosomes
Y51H7BM.1.1	Distant eQTL to Distant eQTL	V_18004032	V_12481058	0.0155781539446815	On the same chromosome
