trait	transcript	log10p	transcript_Chr	transcript_start
q90TOF_reg_Y73F8A.24a.1	Y73F8A.24a.1	35.6174205490037	IV	15445368
q90TOF_reg_Y73F8A.24b.1	Y73F8A.24b.1	35.4655982259741	IV	15445472
q90TOF_reg_Y73F8A.24c.2	Y73F8A.24c.2	35.4397104185928	IV	15445370
q90TOF_reg_Y73F8A.25a.2	Y73F8A.25a.2	32.5463923027058	IV	15455137
q90TOF_reg_Y73F8A.25b.1	Y73F8A.25b.1	35.2516517654174	IV	15458099
q90TOF_reg_Y73F8A.25c.1	Y73F8A.25c.1	35.3895676638451	IV	15471288
q90TOF_reg_Y73F8A.25d.1	Y73F8A.25d.1	35.0803411241156	IV	15455137
q90TOF_reg_Y73F8A.25e.1	Y73F8A.25e.1	35.3664080706463	IV	15455501
q90TOF_reg_Y73F8A.26a.1	Y73F8A.26a.1	35.1397678347037	IV	15473660
q90TOF_reg_Y73F8A.26b.1	Y73F8A.26b.1	35.0284650270401	IV	15474741
q90TOF_reg_Y73F8A.27.1	Y73F8A.27.1	35.5066886446734	IV	15472809
q90TOF_reg_Y73F8A.27.2	Y73F8A.27.2	35.0294801831194	IV	15472807
q90TOF_reg_Y73F8A.30a.1	Y73F8A.30a.1	34.8497647615309	IV	15497563
q90TOF_reg_Y73F8A.30b.1	Y73F8A.30b.1	35.2509257038922	IV	15497570
q90TOF_reg_Y73F8A.31	Y73F8A.31	34.4979919991476	IV	15513786
q90TOF_reg_Y73F8A.33	Y73F8A.33	35.1247342800991	IV	15515495
q90TOF_reg_Y73F8A.34a.1	Y73F8A.34a.1	35.9079314019894	IV	15524092
q90TOF_reg_Y73F8A.34b.1	Y73F8A.34b.1	34.4238908114387	IV	15524217
q90TOF_reg_Y73F8A.35a.1	Y73F8A.35a.1	35.9542667390636	IV	15533167
q90TOF_reg_Y73F8A.37	Y73F8A.37	35.860840945019	IV	15521488
q90TOF_reg_Y73F8A.5.1	Y73F8A.5.1	36.5762175463853	IV	15259868
q90TOF_reg_Y73F8A.6.1	Y73F8A.6.1	35.6101484722034	IV	15270160
q90TOF_reg_Y73F8A.6.2	Y73F8A.6.2	36.222634807357	IV	15270139
q90TOF_reg_Y73F8A.9.1	Y73F8A.9.1	34.1714487002646	IV	15291907
q90TOF_reg_Y74C10AL.2.1	Y74C10AL.2.1	34.331852352955	I	2468787
q90TOF_reg_Y74C10AL.2.2	Y74C10AL.2.2	34.413384020796	I	2468792
q90TOF_reg_Y74C10AR.1a.2	Y74C10AR.1a.2	35.687668319811	I	2485864
q90TOF_reg_Y74C10AR.2.1	Y74C10AR.2.1	35.4536987107541	I	2483203
q90TOF_reg_Y74C10AR.3a.2	Y74C10AR.3a.2	34.1812050676666	I	2472038
q90TOF_reg_Y74C10AR.3c.1	Y74C10AR.3c.1	34.6797171233679	I	2472152
q90TOF_reg_Y74C9A.1.1	Y74C9A.1.1	35.3199242624287	I	43733
q90TOF_reg_Y74C9A.2a.1	Y74C9A.2a.1	32.9375932648663	I	11495
q90TOF_reg_Y74C9A.2a.2	Y74C9A.2a.2	36.0174244940853	I	11524
q90TOF_reg_Y74C9A.3.1	Y74C9A.3.1	36.1064502600034	I	4118
q90TOF_reg_Y74C9A.3.2	Y74C9A.3.2	35.534516809574	I	4118
q90TOF_reg_Y74C9A.4a.1	Y74C9A.4a.1	35.1385538947201	I	17483
q90TOF_reg_Y74C9A.4a.2	Y74C9A.4a.2	35.5406710969284	I	17483
q90TOF_reg_Y74C9A.4b.2	Y74C9A.4b.2	35.6991692540258	I	17483
q90TOF_reg_Y74C9A.4c.1	Y74C9A.4c.1	34.3726806763409	I	17911
q90TOF_reg_Y74C9A.5.1	Y74C9A.5.1	35.625631065059	I	27591
q90TOF_reg_Y74C9A.5.2	Y74C9A.5.2	33.5263269081317	I	27589
q90TOF_reg_Y74C9A.9	Y74C9A.9	35.8359088849353	I	22882
q90TOF_reg_Y74E4A.1a.1	Y74E4A.1a.1	34.7953804764808	II	4649094
q90TOF_reg_Y74E4A.1b.1	Y74E4A.1b.1	33.8113794018773	II	4649085
q90TOF_reg_Y75B12A.1	Y75B12A.1	35.0671464675664	V	15107837
q90TOF_reg_Y75B12B.1a.2	Y75B12B.1a.2	35.3388238225181	V	15184699
q90TOF_reg_Y75B12B.1b.1	Y75B12B.1b.1	34.9944376392958	V	15184709
q90TOF_reg_Y75B12B.1c.2	Y75B12B.1c.2	34.7200799462645	V	15184700
q90TOF_reg_Y75B12B.2.1	Y75B12B.2.1	35.3158198970379	V	15186575
q90TOF_reg_Y75B12B.2.2	Y75B12B.2.2	34.9466647013461	V	15186575
q90TOF_reg_Y75B12B.3.1	Y75B12B.3.1	34.912955562863	V	15185891
q90TOF_reg_Y75B12B.3.2	Y75B12B.3.2	35.2067757911207	V	15185889
q90TOF_reg_Y75B12B.4.1	Y75B12B.4.1	34.3858410935124	V	15187888
q90TOF_reg_Y75B12B.4.2	Y75B12B.4.2	34.5696329633382	V	15187888
q90TOF_reg_Y75B12B.5.2	Y75B12B.5.2	34.616295056748	V	15189920
q90TOF_reg_Y75B12B.6.1	Y75B12B.6.1	34.5729310252752	V	15192569
q90TOF_reg_Y75B12B.6.2	Y75B12B.6.2	34.7274561935252	V	15192569
q90TOF_reg_Y75B7AL.1a.1	Y75B7AL.1a.1	34.251962613667	V	1352126
q90TOF_reg_Y75B7AL.1a.2	Y75B7AL.1a.2	35.1490533048271	V	1352124
q90TOF_reg_Y75B7AL.2a.1	Y75B7AL.2a.1	36.1760395320396	V	1332273
q90TOF_reg_Y75B7AL.3.1	Y75B7AL.3.1	35.7275293366807	V	1358187
q90TOF_reg_Y75B7AL.3.2	Y75B7AL.3.2	35.3902241763655	V	1358178
q90TOF_reg_Y75B7AL.4a.2	Y75B7AL.4a.2	40.1053221392708	V	1372858
q90TOF_reg_Y75B7AL.4c.1	Y75B7AL.4c.1	35.1450575895296	V	1372863
q90TOF_reg_Y75B7AL.4d.1	Y75B7AL.4d.1	34.897877659141	V	1373589
q90TOF_reg_Y75B7AL.4e.1	Y75B7AL.4e.1	35.7947112981077	V	1373589
q90TOF_reg_Y75B7AL.4f.1	Y75B7AL.4f.1	34.7512157320589	V	1373589
q90TOF_reg_Y75B7AL.4g.1	Y75B7AL.4g.1	35.4759647776515	V	1373589
q90TOF_reg_Y75B7AR.1.1	Y75B7AR.1.1	33.8244285531519	V	1391159
q90TOF_reg_Y75B7B.1.1	Y75B7B.1.1	36.3875442618552	V	1270911
q90TOF_reg_Y75B7B.2.1	Y75B7B.2.1	35.2424268514427	V	1274154
q90TOF_reg_Y75B8A.10.1	Y75B8A.10.1	35.8669012563011	III	12180944
q90TOF_reg_Y75B8A.11a.1	Y75B8A.11a.1	35.9498744518669	III	12186411
q90TOF_reg_Y75B8A.1.1	Y75B8A.1.1	35.6135453230841	III	12074114
q90TOF_reg_Y75B8A.12.1	Y75B8A.12.1	35.4574272165167	III	12190977
q90TOF_reg_Y75B8A.1.2	Y75B8A.1.2	35.3700027353045	III	12074114
q90TOF_reg_Y75B8A.13.1	Y75B8A.13.1	34.8875915564644	III	12203765
q90TOF_reg_Y75B8A.14.1	Y75B8A.14.1	35.6683230954898	III	12216779
q90TOF_reg_Y75B8A.16.1	Y75B8A.16.1	35.4318235691312	III	12218990
q90TOF_reg_Y75B8A.16.2	Y75B8A.16.2	35.2308317403313	III	12218990
q90TOF_reg_Y75B8A.17.1	Y75B8A.17.1	35.2353931029258	III	12223896
q90TOF_reg_Y75B8A.17.2	Y75B8A.17.2	35.2399159300484	III	12224043
q90TOF_reg_Y75B8A.18a.2	Y75B8A.18a.2	35.5764288075747	III	12225638
q90TOF_reg_Y75B8A.18b.1	Y75B8A.18b.1	35.7022653633291	III	12225714
q90TOF_reg_Y75B8A.19.1	Y75B8A.19.1	34.0607623049039	III	12226632
q90TOF_reg_Y75B8A.19.2	Y75B8A.19.2	33.9001941158666	III	12226631
q90TOF_reg_Y75B8A.20.1	Y75B8A.20.1	34.4917900989265	III	12232632
q90TOF_reg_Y75B8A.21.1	Y75B8A.21.1	35.452674784291	III	12236184
q90TOF_reg_Y75B8A.22.1	Y75B8A.22.1	34.7370330784902	III	12240367
q90TOF_reg_Y75B8A.22.2	Y75B8A.22.2	34.4685838171628	III	12240403
q90TOF_reg_Y75B8A.23.1	Y75B8A.23.1	36.7743327296635	III	12250476
q90TOF_reg_Y75B8A.24.1	Y75B8A.24.1	34.9320633972543	III	12251492
q90TOF_reg_Y75B8A.24.2	Y75B8A.24.2	34.8395882585819	III	12251423
q90TOF_reg_Y75B8A.25.2	Y75B8A.25.2	35.2084345968548	III	12274038
q90TOF_reg_Y75B8A.26.1	Y75B8A.26.1	32.7476524573959	III	12283157
q90TOF_reg_Y75B8A.27.2	Y75B8A.27.2	32.7807381245189	III	12307771
q90TOF_reg_Y75B8A.28.1	Y75B8A.28.1	29.1356702083174	III	12319089
q90TOF_reg_Y75B8A.29.1	Y75B8A.29.1	23.455274581179	III	12327851
q90TOF_reg_Y75B8A.2a.2	Y75B8A.2a.2	35.569727914301	III	12077793
q90TOF_reg_Y75B8A.2b.1	Y75B8A.2b.1	35.4756274698072	III	12078103
q90TOF_reg_Y75B8A.3.1	Y75B8A.3.1	35.9741874421641	III	12101745
q90TOF_reg_Y75B8A.35a.1	Y75B8A.35a.1	14.9310609466543	III	12336907
q90TOF_reg_Y75B8A.35b.1	Y75B8A.35b.1	14.4609409733824	III	12333761
q90TOF_reg_Y75B8A.35b.2	Y75B8A.35b.2	15.1671869292899	III	12335703
q90TOF_reg_Y75B8A.35c.1	Y75B8A.35c.1	22.1926399596953	III	12343477
q90TOF_reg_Y75B8A.4.1	Y75B8A.4.1	35.7504914863996	III	12107774
q90TOF_reg_Y75B8A.44.1	Y75B8A.44.1	35.6258115229065	III	12194490
q90TOF_reg_Y75B8A.5.1	Y75B8A.5.1	33.6265524118713	III	12114564
q90TOF_reg_Y75B8A.5.2	Y75B8A.5.2	33.3869218270162	III	12114563
q90TOF_reg_Y75B8A.6a.1	Y75B8A.6a.1	33.8458595753982	III	12122738
q90TOF_reg_Y75B8A.6c.1	Y75B8A.6c.1	33.1315520013605	III	12123881
q90TOF_reg_Y75B8A.7.1	Y75B8A.7.1	34.5595175820245	III	12152899
q90TOF_reg_Y75B8A.7.2	Y75B8A.7.2	35.0763928799003	III	12152892
q90TOF_reg_Y75B8A.8.1	Y75B8A.8.1	34.8307536824513	III	12160758
q90TOF_reg_Y75B8A.9a.2	Y75B8A.9a.2	35.4815912818396	III	12171350
q90TOF_reg_Y75D11A.2.1	Y75D11A.2.1	31.7803150006555	X	1742830
q90TOF_reg_Y75D11A.3.1	Y75D11A.3.1	35.2863395571265	X	1745096
q90TOF_reg_Y76A2A.1.1	Y76A2A.1.1	36.3370083868828	III	13459546
q90TOF_reg_Y76A2A.2a.1	Y76A2A.2a.1	35.4819113558314	III	13439730
q90TOF_reg_Y76A2A.2a.2	Y76A2A.2a.2	35.8753513772605	III	13439728
q90TOF_reg_Y76A2A.2b.1	Y76A2A.2b.1	35.4555503620365	III	13439921
q90TOF_reg_Y76A2B.1a.1	Y76A2B.1a.1	35.1470965754004	III	13514945
q90TOF_reg_Y76A2B.1a.2	Y76A2B.1a.2	35.297207716097	III	13514945
q90TOF_reg_Y76A2B.1b.1	Y76A2B.1b.1	36.1501495415785	III	13514942
q90TOF_reg_Y76A2B.1b.2	Y76A2B.1b.2	34.9536242388451	III	13514942
q90TOF_reg_Y76A2B.1d.1	Y76A2B.1d.1	35.7260140602265	III	13514941
q90TOF_reg_Y76A2B.1d.2	Y76A2B.1d.2	35.902774930397	III	13514942
q90TOF_reg_Y76A2B.2.1	Y76A2B.2.1	35.2664186494324	III	13527438
q90TOF_reg_Y76A2B.3.1	Y76A2B.3.1	34.7509857895373	III	13540134
q90TOF_reg_Y76A2B.3.2	Y76A2B.3.2	35.9127699931017	III	13540133
q90TOF_reg_Y76A2B.4.1	Y76A2B.4.1	35.439939225419	III	13545245
q90TOF_reg_Y76A2B.5.2	Y76A2B.5.2	35.6015164837411	III	13546887
q90TOF_reg_Y76A2B.6.1	Y76A2B.6.1	36.0074353465363	III	13550620
q90TOF_reg_Y76B12C.1a.1	Y76B12C.1a.1	35.4021287628464	IV	2037191
q90TOF_reg_Y76B12C.2.1	Y76B12C.2.1	34.0089784523898	IV	1993089
q90TOF_reg_Y76B12C.3a.1	Y76B12C.3a.1	35.5593814257104	IV	1973705
q90TOF_reg_Y76B12C.4a.1	Y76B12C.4a.1	36.6911393960031	IV	1970681
q90TOF_reg_Y76B12C.4b.1	Y76B12C.4b.1	34.9890933579791	IV	1970770
q90TOF_reg_Y76B12C.6a.1	Y76B12C.6a.1	35.2609542847019	IV	1981406
q90TOF_reg_Y76B12C.6a.2	Y76B12C.6a.2	35.4851222912277	IV	1981406
q90TOF_reg_Y76B12C.6b.1	Y76B12C.6b.1	35.7874971495676	IV	1981408
q90TOF_reg_Y76B12C.6b.2	Y76B12C.6b.2	35.5270380000642	IV	1981408
q90TOF_reg_Y76B12C.7a.1	Y76B12C.7a.1	36.6784738815462	IV	2009038
q90TOF_reg_Y76B12C.7b.1	Y76B12C.7b.1	35.0968645302645	IV	2009154
q90TOF_reg_Y76B12C.8.1	Y76B12C.8.1	35.4990465319852	IV	1979988
q90TOF_reg_Y76B12C.8.2	Y76B12C.8.2	36.8385084395518	IV	1979976
q90TOF_reg_Y76B12C.9.2	Y76B12C.9.2	35.6778761536116	IV	2034966
q90TOF_reg_Y77E11A.10.1	Y77E11A.10.1	35.5910394269255	IV	1431190
q90TOF_reg_Y77E11A.11a.1	Y77E11A.11a.1	35.443317960445	IV	1435465
q90TOF_reg_Y77E11A.11a.2	Y77E11A.11a.2	35.7890706577498	IV	1435464
q90TOF_reg_Y77E11A.12a.1	Y77E11A.12a.1	35.0155966202924	IV	1461904
q90TOF_reg_Y77E11A.12b.1	Y77E11A.12b.1	35.0574023240298	IV	1461904
q90TOF_reg_Y77E11A.13a.1	Y77E11A.13a.1	32.3085421769319	IV	1490653
q90TOF_reg_Y77E11A.13a.2	Y77E11A.13a.2	34.8185281466769	IV	1490627
q90TOF_reg_Y77E11A.13b.1	Y77E11A.13b.1	34.7333876904731	IV	1490656
q90TOF_reg_Y77E11A.14c.1	Y77E11A.14c.1	35.7920110068006	IV	1406567
q90TOF_reg_Y77E11A.15.1	Y77E11A.15.1	36.1611390146131	IV	1459896
q90TOF_reg_Y77E11A.1a.1	Y77E11A.1a.1	34.3170135462287	IV	1497626
q90TOF_reg_Y77E11A.1a.2	Y77E11A.1a.2	34.6445065509829	IV	1497630
q90TOF_reg_Y77E11A.1b.1	Y77E11A.1b.1	35.3961084316947	IV	1503438
q90TOF_reg_Y77E11A.1c.1	Y77E11A.1c.1	35.4928626709412	IV	1506184
q90TOF_reg_Y77E11A.2.1	Y77E11A.2.1	34.6884048353533	IV	1457075
q90TOF_reg_Y77E11A.2.2	Y77E11A.2.2	35.7069999146243	IV	1457073
q90TOF_reg_Y77E11A.23.1	Y77E11A.23.1	35.5943788336653	IV	1429041
q90TOF_reg_Y77E11A.4.1	Y77E11A.4.1	35.4528259207876	IV	1420929
q90TOF_reg_Y77E11A.4.2	Y77E11A.4.2	35.471501012696	IV	1420929
q90TOF_reg_Y77E11A.6a.1	Y77E11A.6a.1	34.9354146703118	IV	1408582
q90TOF_reg_Y77E11A.7a.1	Y77E11A.7a.1	35.2031805379501	IV	1410755
q90TOF_reg_Y77E11A.7g.1	Y77E11A.7g.1	35.3681349730131	IV	1410755
q90TOF_reg_Y77E11A.7j.1	Y77E11A.7j.1	36.1559770386686	IV	1411096
q90TOF_reg_Y79H2A.11a.1	Y79H2A.11a.1	34.5249649497158	III	12058836
q90TOF_reg_Y79H2A.11b.1	Y79H2A.11b.1	35.4497422684537	III	12063197
q90TOF_reg_Y79H2A.12.1	Y79H2A.12.1	34.9973744301314	III	12025351
q90TOF_reg_Y79H2A.1a.1	Y79H2A.1a.1	35.3855677875856	III	12020548
q90TOF_reg_Y79H2A.1a.2	Y79H2A.1a.2	35.2624070658516	III	12020552
q90TOF_reg_Y79H2A.1c.1	Y79H2A.1c.1	35.4796781606951	III	12021350
q90TOF_reg_Y79H2A.2a.1	Y79H2A.2a.1	35.6956984905878	III	12028970
q90TOF_reg_Y79H2A.3a.2	Y79H2A.3a.2	33.8523264256133	III	12031516
q90TOF_reg_Y79H2A.3c.1	Y79H2A.3c.1	34.6698456961043	III	12038861
q90TOF_reg_Y79H2A.3d.1	Y79H2A.3d.1	35.2016612367935	III	12031516
q90TOF_reg_Y79H2A.3e.1	Y79H2A.3e.1	34.8391139118018	III	12031516
q90TOF_reg_Y79H2A.3g.1	Y79H2A.3g.1	32.8052464317898	III	12031704
q90TOF_reg_Y79H2A.4.1	Y79H2A.4.1	34.4720510325529	III	12041299
q90TOF_reg_Y79H2A.6a.2	Y79H2A.6a.2	35.4517489727647	III	12052421
q90TOF_reg_Y79H2A.6b.1	Y79H2A.6b.1	33.3925495184256	III	12052420
q90TOF_reg_Y79H2A.6b.2	Y79H2A.6b.2	34.2765146432693	III	12052550
q90TOF_reg_Y7A5A.11	Y7A5A.11	35.7693612656931	X	15811967
q90TOF_reg_Y7A5A.1.2	Y7A5A.1.2	36.4198509445232	X	15767435
q90TOF_reg_Y7A5A.2.1	Y7A5A.2.1	35.5018448121543	X	15771706
q90TOF_reg_Y7A5A.21	Y7A5A.21	35.7711725992212	X	15820053
q90TOF_reg_Y7A5A.24.1	Y7A5A.24.1	35.4658655093182	X	15781625
q90TOF_reg_Y7A5A.25.1	Y7A5A.25.1	35.3845598567159	X	15798032
q90TOF_reg_Y7A5A.6.1	Y7A5A.6.1	35.4534203357899	X	15799432
q90TOF_reg_Y7A5A.8.1	Y7A5A.8.1	35.4500082604983	X	15822552
q90TOF_reg_Y7A9A.1.1	Y7A9A.1.1	35.7913185847823	IV	16197017
q90TOF_reg_Y7A9C.1	Y7A9C.1	31.1833277085586	IV	16294154
q90TOF_reg_Y7A9D.1.2	Y7A9D.1.2	34.6195956708268	IV	16381376
q90TOF_reg_Y80D3A.10.2	Y80D3A.10.2	34.9381426137888	V	18903766
q90TOF_reg_Y80D3A.11	Y80D3A.11	29.3905504414101	V	18933092
q90TOF_reg_Y80D3A.1.2	Y80D3A.1.2	35.1536155766816	V	18852704
q90TOF_reg_Y80D3A.2a.1	Y80D3A.2a.1	33.5644940111167	V	18860285
q90TOF_reg_Y80D3A.2b.1	Y80D3A.2b.1	34.5260723657193	V	18860750
q90TOF_reg_Y80D3A.2d.1	Y80D3A.2d.1	33.9970636699332	V	18860750
q90TOF_reg_Y80D3A.2e.1	Y80D3A.2e.1	33.5001087246008	V	18889649
q90TOF_reg_Y80D3A.3.1	Y80D3A.3.1	35.8344020911797	V	18874133
q90TOF_reg_Y80D3A.4.1	Y80D3A.4.1	35.1511068488366	V	18895284
q90TOF_reg_Y80D3A.5.1	Y80D3A.5.1	33.9588602616038	V	18912038
q90TOF_reg_Y80D3A.5.2	Y80D3A.5.2	35.0314059187029	V	18912036
q90TOF_reg_Y80D3A.7a.1	Y80D3A.7a.1	35.2289411302151	V	18919222
q90TOF_reg_Y80D3A.7a.2	Y80D3A.7a.2	35.1564519773418	V	18919222
q90TOF_reg_Y80D3A.8.1	Y80D3A.8.1	36.0257372035672	V	18940641
q90TOF_reg_Y80D3A.9.2	Y80D3A.9.2	33.0741413462564	V	18953114
q90TOF_reg_Y80D4G.1	Y80D4G.1	35.5095588727361	III	7601470
q90TOF_reg_Y81G3A.1.1	Y81G3A.1.1	35.022415641128	II	13082223
q90TOF_reg_Y81G3A.3a.1	Y81G3A.3a.1	35.4314212533193	II	13084019
q90TOF_reg_Y81G3A.3a.2	Y81G3A.3a.2	35.2579171971563	II	13084164
q90TOF_reg_Y81G3A.3b.1	Y81G3A.3b.1	35.6442821151539	II	13084169
q90TOF_reg_Y81G3A.4a.1	Y81G3A.4a.1	34.7415488344474	II	13091423
q90TOF_reg_Y81G3A.6.1	Y81G3A.6.1	35.4712587821253	II	13081768
q90TOF_reg_Y82E9BL.10.1	Y82E9BL.10.1	32.1683998558208	III	1322132
q90TOF_reg_Y82E9BL.11.1	Y82E9BL.11.1	22.3840112982137	III	1318934
q90TOF_reg_Y82E9BL.17.1	Y82E9BL.17.1	34.7896643018761	III	1342969
q90TOF_reg_Y82E9BL.18.1	Y82E9BL.18.1	32.4066341153567	III	1328591
q90TOF_reg_Y82E9BL.7.1	Y82E9BL.7.1	34.3716057968054	III	1336733
q90TOF_reg_Y82E9BL.9	Y82E9BL.9	34.3657309670601	III	1333921
q90TOF_reg_Y82E9BR.17a.1	Y82E9BR.17a.1	35.5356387674361	III	1447495
q90TOF_reg_Y82E9BR.18.1	Y82E9BR.18.1	32.6495679372131	III	1467876
q90TOF_reg_Y82E9BR.18.2	Y82E9BR.18.2	33.5019842147073	III	1467871
q90TOF_reg_Y82E9BR.19.1	Y82E9BR.19.1	30.5565458172946	III	1483622
q90TOF_reg_Y82E9BR.19.2	Y82E9BR.19.2	31.2351314321385	III	1483624
q90TOF_reg_Y82E9BR.1	Y82E9BR.1	33.7337489211481	III	1458536
q90TOF_reg_Y82E9BR.2	Y82E9BR.2	35.0522408015996	III	1439096
q90TOF_reg_Y87G2A.10a.1	Y87G2A.10a.1	33.6040312782435	I	13586037
q90TOF_reg_Y87G2A.11.2	Y87G2A.11.2	36.0603105039883	I	13589074
q90TOF_reg_Y87G2A.1.1	Y87G2A.1.1	34.1434997871229	I	13514550
q90TOF_reg_Y87G2A.1.2	Y87G2A.1.2	35.2534308045102	I	13514543
q90TOF_reg_Y87G2A.13.1	Y87G2A.13.1	35.306758225269	I	13598608
q90TOF_reg_Y87G2A.14.1	Y87G2A.14.1	35.7285552171199	I	13492985
q90TOF_reg_Y87G2A.15.1	Y87G2A.15.1	35.4279490295668	I	13564552
q90TOF_reg_Y87G2A.16.1	Y87G2A.16.1	35.4274190109173	I	13560091
q90TOF_reg_Y87G2A.17.2	Y87G2A.17.2	35.250744473089	I	13491382
q90TOF_reg_Y87G2A.18.1	Y87G2A.18.1	34.7113492237379	I	13512313
q90TOF_reg_Y87G2A.18.2	Y87G2A.18.2	35.3312825811058	I	13512316
q90TOF_reg_Y87G2A.19.1	Y87G2A.19.1	36.0628396344837	I	13508814
q90TOF_reg_Y87G2A.19.2	Y87G2A.19.2	35.2107082773191	I	13508785
q90TOF_reg_Y87G2A.20.1	Y87G2A.20.1	36.2621973987474	I	13528690
q90TOF_reg_Y87G2A.2.1	Y87G2A.2.1	35.4397441990953	I	13534718
q90TOF_reg_Y87G2A.25.1	Y87G2A.25.1	34.7382214261541	I	13527366
q90TOF_reg_Y87G2A.3a.1	Y87G2A.3a.1	33.8611201928644	I	13536892
q90TOF_reg_Y87G2A.3a.2	Y87G2A.3a.2	37.0916275219092	I	13536892
q90TOF_reg_Y87G2A.3b.1	Y87G2A.3b.1	34.5726864287489	I	13537135
q90TOF_reg_Y87G2A.4.2	Y87G2A.4.2	36.0363006020688	I	13543065
q90TOF_reg_Y87G2A.5.1	Y87G2A.5.1	35.3239100619798	I	13548074
q90TOF_reg_Y87G2A.5.2	Y87G2A.5.2	35.047860453504	I	13547852
q90TOF_reg_Y87G2A.6.1	Y87G2A.6.1	35.6899325796538	I	13566251
q90TOF_reg_Y87G2A.7.1	Y87G2A.7.1	36.0128297679176	I	13572377
q90TOF_reg_Y87G2A.7.2	Y87G2A.7.2	35.1771529294605	I	13572377
q90TOF_reg_Y87G2A.8a.1	Y87G2A.8a.1	35.4406433110913	I	13572739
q90TOF_reg_Y87G2A.8a.2	Y87G2A.8a.2	35.5743657382302	I	13576342
q90TOF_reg_Y87G2A.8b.1	Y87G2A.8b.1	35.4735077840237	I	13576148
q90TOF_reg_Y87G2A.9.1	Y87G2A.9.1	34.5415515345358	I	13576347
q90TOF_reg_Y87G2A.9.2	Y87G2A.9.2	34.9400510823058	I	13581696
q90TOF_reg_Y8A9A.2.1	Y8A9A.2.1	35.2579395356965	II	3795623
q90TOF_reg_Y8G1A.1a.1	Y8G1A.1a.1	35.3900084837733	I	3745589
q90TOF_reg_Y8G1A.2.2	Y8G1A.2.2	36.1990175766195	I	3748519
q90TOF_reg_Y92C3B.1.1	Y92C3B.1.1	32.1674168653763	III	1080901
q90TOF_reg_Y92C3B.1.2	Y92C3B.1.2	32.5038845044574	III	1080897
q90TOF_reg_Y92C3B.2a.1	Y92C3B.2a.1	31.5014737976224	III	1062794
q90TOF_reg_Y92C3B.2b.1	Y92C3B.2b.1	32.2114580088907	III	1063018
q90TOF_reg_Y92C3B.3a.2	Y92C3B.3a.2	32.162453656891	III	1079459
q90TOF_reg_Y92C3B.3b.1	Y92C3B.3b.1	32.3690285802442	III	1078138
q90TOF_reg_Y92C3B.3b.2	Y92C3B.3b.2	32.3635935421514	III	1078138
q90TOF_reg_Y92H12A.1a.1	Y92H12A.1a.1	33.17032335966	I	1567609
q90TOF_reg_Y92H12A.1b.1	Y92H12A.1b.1	32.6349175094302	I	1567609
q90TOF_reg_Y92H12A.2a.1	Y92H12A.2a.1	35.650544514697	I	1543525
q90TOF_reg_Y92H12A.2b.1	Y92H12A.2b.1	36.1465385389719	I	1550363
q90TOF_reg_Y92H12A.4a.1	Y92H12A.4a.1	24.0190038046978	I	1514755
q90TOF_reg_Y92H12A.4a.2	Y92H12A.4a.2	23.2457408196803	I	1514755
q90TOF_reg_Y92H12A.5a.1	Y92H12A.5a.1	29.4082055527869	I	1490446
q90TOF_reg_Y92H12A.5b.1	Y92H12A.5b.1	29.9785067241409	I	1490433
q90TOF_reg_Y92H12A.5b.2	Y92H12A.5b.2	30.4019592913281	I	1490433
q90TOF_reg_Y92H12BL.1a.1	Y92H12BL.1a.1	23.752446588951	I	1348503
q90TOF_reg_Y92H12BL.1a.2	Y92H12BL.1a.2	23.8970168176821	I	1348503
q90TOF_reg_Y92H12BL.1b.1	Y92H12BL.1b.1	24.1547200960115	I	1356110
q90TOF_reg_Y92H12BL.4.1	Y92H12BL.4.1	35.2447290715479	I	1383462
q90TOF_reg_Y92H12BL.5.2	Y92H12BL.5.2	28.5886293319462	I	1365303
q90TOF_reg_Y92H12BL.7.1	Y92H12BL.7.1	35.117496496043	I	1376942
q90TOF_reg_Y92H12BM.1.1	Y92H12BM.1.1	34.886298836454	I	1389248
q90TOF_reg_Y92H12BR.2.2	Y92H12BR.2.2	34.429440362919	I	1413915
q90TOF_reg_Y92H12BR.3a.1	Y92H12BR.3a.1	35.3363357627168	I	1416582
q90TOF_reg_Y92H12BR.3a.2	Y92H12BR.3a.2	35.4376534411272	I	1416587
q90TOF_reg_Y92H12BR.3b.1	Y92H12BR.3b.1	35.0779258839013	I	1416587
q90TOF_reg_Y92H12BR.4	Y92H12BR.4	35.1254068100967	I	1427227
q90TOF_reg_Y92H12BR.6.1	Y92H12BR.6.1	35.288329717775	I	1405935
q90TOF_reg_Y92H12BR.7.1	Y92H12BR.7.1	35.0189356722544	I	1394569
q90TOF_reg_Y92H12BR.8.1	Y92H12BR.8.1	34.6011345008026	I	1436279
q90TOF_reg_Y94H6A.10.1	Y94H6A.10.1	21.8159277320026	IV	2710121
q90TOF_reg_Y94H6A.11a.1	Y94H6A.11a.1	31.2929573639792	IV	2680098
q90TOF_reg_Y94H6A.1.1	Y94H6A.1.1	32.8951696763762	IV	2742995
q90TOF_reg_Y94H6A.12a.1	Y94H6A.12a.1	21.0415090705749	IV	2711950
q90TOF_reg_Y94H6A.12a.2	Y94H6A.12a.2	21.6029727944209	IV	2711939
q90TOF_reg_Y94H6A.2.1	Y94H6A.2.1	33.8833631506152	IV	2730252
